timestamp,d_date,t_time,c_count,company_code,company,exchange,open,high,low,incre_decre,current,close,last_price,buy_qty,sell_qty,dwh_p_col3
"2023-08-17 09:15:01",2023-08-17,09:15:01,1,AXISBANK,"Axis Bank Ltd.",NSE,935.95,938,932.9,-0.15,932.9,933.05,932.9,73266,202586,NULL
"2023-08-17 09:15:01",2023-08-17,09:15:01,1,HDFCBANK,"HDFC Bank Ltd.",NSE,1597.6,1602.7,1597.6,-7.9,1598.3,1606.2,1598.3,294726,331402,NULL
"2023-08-17 09:15:01",2023-08-17,09:15:01,1,ICICIBANK,"ICICI Bank Ltd.",NSE,956.95,956.95,956.95,-0.9,955.6,956.5,955.6,104635,164554,NULL
"2023-08-17 09:15:01",2023-08-17,09:15:01,1,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1782,1785.75,1782,-0.45,1785.75,1786.2,1785.75,56151,103221,NULL
"2023-08-17 09:15:01",2023-08-17,09:15:01,1,"NIFTY BANK",,NSE,43897.2,43975.9,43879.3,-52.5,43893.9,43946.4,43893.9,0,0,NULL
"2023-08-17 09:15:01",2023-08-17,09:15:01,1,SBIN,"State Bank of India",NSE,565.75,565.75,564.2,-0.35,565,565.35,565,304344,551052,NULL
"2023-08-17 09:15:03",2023-08-17,09:15:03,2,AXISBANK,"Axis Bank Ltd.",NSE,935.95,938,932.9,0.45,933.5,933.05,933.5,73266,202586,NULL
"2023-08-17 09:15:03",2023-08-17,09:15:03,2,HDFCBANK,"HDFC Bank Ltd.",NSE,1597.6,1602.7,1597.6,-7.9,1598.3,1606.2,1598.3,294726,331402,NULL
"2023-08-17 09:15:03",2023-08-17,09:15:03,2,ICICIBANK,"ICICI Bank Ltd.",NSE,956.95,957.8,953.2,-2.3,954.2,956.5,954.2,139745,211496,NULL
"2023-08-17 09:15:03",2023-08-17,09:15:03,2,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1782,1785.75,1782,-2.2,1784,1786.2,1784,56151,103221,NULL
"2023-08-17 09:15:03",2023-08-17,09:15:03,2,"NIFTY BANK",,NSE,43897.2,43975.9,43839.4,-106.25,43840.1,43946.4,43840.1,0,0,NULL
"2023-08-17 09:15:03",2023-08-17,09:15:03,2,SBIN,"State Bank of India",NSE,565.75,565.75,564.2,-0.35,565,565.35,565,304344,551052,NULL
"2023-08-17 09:15:05",2023-08-17,09:15:05,3,AXISBANK,"Axis Bank Ltd.",NSE,935.95,938,932.9,0.3,933.35,933.05,933.35,73266,202586,NULL
"2023-08-17 09:15:05",2023-08-17,09:15:05,3,HDFCBANK,"HDFC Bank Ltd.",NSE,1597.6,1602.7,1597.6,-6.95,1599.25,1606.2,1599.25,294726,331402,NULL
"2023-08-17 09:15:05",2023-08-17,09:15:05,3,ICICIBANK,"ICICI Bank Ltd.",NSE,956.95,957.8,953.2,-2.3,954.2,956.5,954.2,139745,211496,NULL
"2023-08-17 09:15:05",2023-08-17,09:15:05,3,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1782,1785.75,1782,-2.2,1784,1786.2,1784,56151,103221,NULL
"2023-08-17 09:15:05",2023-08-17,09:15:05,3,"NIFTY BANK",,NSE,43897.2,43975.9,43832.1,-83.95,43862.4,43946.4,43862.4,0,0,NULL
"2023-08-17 09:15:05",2023-08-17,09:15:05,3,SBIN,"State Bank of India",NSE,565.75,565.75,564.2,-0.35,565,565.35,565,304344,551052,NULL
"2023-08-17 09:15:08",2023-08-17,09:15:08,4,AXISBANK,"Axis Bank Ltd.",NSE,935.95,938,931.65,0.4,933.45,933.05,933.45,87633,216258,NULL
"2023-08-17 09:15:08",2023-08-17,09:15:08,4,HDFCBANK,"HDFC Bank Ltd.",NSE,1597.6,1602.7,1597.6,-7.2,1599,1606.2,1599,294726,331402,NULL
"2023-08-17 09:15:08",2023-08-17,09:15:08,4,ICICIBANK,"ICICI Bank Ltd.",NSE,956.95,957.8,953.2,-3.25,953.25,956.5,953.25,139745,211496,NULL
"2023-08-17 09:15:08",2023-08-17,09:15:08,4,KOTAKBANK,"Kotak Mahindra Bank Ltd.",NSE,1782,1785.75,1782,-0.55,1785.65,1786.2,1785.65,56151,103221,NULL
"2023-08-17 09:15:08",2023-08-17,09:15:08,4,"NIFTY BANK",,NSE,43897.2,43975.9,43831.9,-88.65,43857.8,43946.4,43857.8,0,0,NULL
"2023-08-17 09:15:08",2023-08-17,09:15:08,4,SBIN,"State Bank of India",NSE,565.75,565.75,564.2,-0.95,564.4,565.35,564.4,304344,551052,NULL
